date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-06-06 00:00:00,15.2,9.4,20.8,,,296,8.6,22.2,1016.5,
2024-06-07 00:00:00,15.3,7.8,21.2,,,294,7.9,18.5,1018.1,
2024-06-08 00:00:00,16.2,7.4,22.8,,,265,8.9,24.1,1012.9,
2024-06-09 00:00:00,15.6,10.3,20.2,,,326,9.8,24.1,1010.2,
2024-06-10 00:00:00,13.4,8.5,17.5,,,266,13,31.5,1008.5,
2024-06-11 00:00:00,12.2,8.3,15.8,,,265,10.7,24.1,1015,
2024-06-12 00:00:00,11.7,5.8,16.2,,,315,7.9,22.2,1019,
2024-06-13 00:00:00,13.2,7.8,17.7,,,259,7.2,18.5,1018.5,
2024-06-14 00:00:00,14.6,9.9,18.6,,,213,11.3,33.3,1011.1,
2024-06-15 00:00:00,16.3,12.9,19,,,209,17.4,42.6,1007.5,
2024-06-16 00:00:00,15.4,11.2,18.8,,,195,13.5,35.2,1009.9,
2024-06-17 00:00:00,17.3,14.2,20.5,,,192,11.3,29.6,1012.6,
2024-06-18 00:00:00,19,13,24.6,,,279,8.2,24.1,1013.2,
2024-06-19 00:00:00,18.2,16.1,19.3,,,337,9,22.2,1015,
2024-06-20 00:00:00,18.1,12,23.5,,,24,8.8,20.4,1018.6,
2024-06-21 00:00:00,19.4,16.8,22,,,232,10.9,31.5,1013,
2024-06-22 00:00:00,16.8,13.9,19.7,,,222,10.5,25.9,1014.2,
2024-06-23 00:00:00,18,12.9,22.6,,,330,7.5,20.4,1018.2,
2024-06-24 00:00:00,19.9,12.4,25.8,,,0,9.1,20.4,1018.7,
2024-06-25 00:00:00,21.3,13.9,27.6,,,6,10.2,24.1,1014.7,
2024-06-26 00:00:00,22,15.3,27.1,,,332,8.3,18.5,1010.6,
2024-06-27 00:00:00,23.1,18.3,28.2,,,247,8.1,24.1,1009.3,
2024-06-28 00:00:00,21.7,17.2,25.2,,,285,9.4,25.9,1014.4,
2024-06-29 00:00:00,21.2,12.2,28.6,,,357,10.3,27.8,1013,
2024-06-30 00:00:00,20.1,17.2,22.9,,,253,11.4,25.9,1007.5,
2024-07-01 00:00:00,16.9,14.6,18.4,,,258,11,25.9,1014.2,
2024-07-02 00:00:00,14.5,11.8,17.3,,,249,8.9,25.9,1015.3,
2024-07-03 00:00:00,13.6,11.8,16.6,,,268,6.6,16.7,1011.8,
2024-07-04 00:00:00,15.6,11.7,19.1,,,221,13.8,33.3,1009.1,
2024-07-05 00:00:00,16,10.2,20.8,,,225,10.9,33.3,1012.4,
2024-07-06 00:00:00,17.7,12.8,22.3,,,236,12,37,1006.3,
2024-07-07 00:00:00,15.3,8.8,20.2,,,220,8.9,25.9,1014.1,
2024-07-08 00:00:00,17.1,8.3,24.1,,,262,7.2,18.5,1016.9,
2024-07-09 00:00:00,22.2,12.1,30.7,,,226,9.1,24.1,1015.1,
2024-07-10 00:00:00,21.4,18.8,23.9,,,225,9,25.9,1015.1,
2024-07-11 00:00:00,21,17.6,24.8,,,252,7.3,18.5,1016.8,
2024-07-12 00:00:00,20,16.8,24.1,,,274,11.7,31.5,1011.1,
2024-07-13 00:00:00,16.9,12.2,21,,,263,9.4,24.1,1013.4,
2024-07-14 00:00:00,17.4,10.1,23.5,,,249,8.7,25.9,1013.8,
2024-07-15 00:00:00,20.3,11.8,28.1,,,22,8,20.4,1011.9,
2024-07-16 00:00:00,20.7,16.7,23.1,,,215,15.5,37,1012.6,
2024-07-17 00:00:00,18.9,13.8,24,,,238,8.1,20.4,1019.7,
2024-07-18 00:00:00,20.3,12.5,27,,,5,8,18.5,1021.8,
2024-07-19 00:00:00,22.1,14.1,28.9,,,0,8.7,18.5,1018.5,
2024-07-20 00:00:00,23.9,17,30.4,,,257,7.8,20.4,1010.9,
2024-07-21 00:00:00,23.2,19,26.8,,,270,7.9,18.5,1007.6,
2024-07-22 00:00:00,21.6,18.7,25.1,,,300,8.2,20.4,1015.5,
2024-07-23 00:00:00,19.7,15.5,24.2,,,241,10.9,33.3,1017.9,
2024-07-24 00:00:00,18.5,14.6,22.6,,,304,8.2,22.2,1019.3,
2024-07-25 00:00:00,18.7,12,24.8,,,256,7,16.7,1015.9,
2024-07-26 00:00:00,19.8,15.7,24.5,,,237,8.3,24.1,1011.8,
2024-07-27 00:00:00,19.9,18.3,22.3,,,222,6.7,16.7,1013.5,
2024-07-28 00:00:00,19.4,15.5,23.7,,,311,9.8,22.2,1022.2,
2024-07-29 00:00:00,19.4,10.7,27,,,19,8.8,20.4,1023.4,
2024-07-30 00:00:00,21.8,12.9,30.8,,,342,8,18.5,1017.2,
2024-07-31 00:00:00,23.3,15.5,30,,,339,8.7,24.1,1013.6,
2024-08-01 00:00:00,21.8,17.9,25.5,,,259,7.7,18.5,1011.6,
2024-08-02 00:00:00,21.1,18.6,24.6,,,317,7.9,20.4,1011.2,
2024-08-03 00:00:00,20,15.6,24.3,,,254,7,20.4,1011.7,
2024-08-04 00:00:00,19.3,16.9,22.1,,,251,8.6,24.1,1013.9,
2024-08-05 00:00:00,18.9,14,24.9,,,0,6.5,14.8,1015.3,
2024-08-06 00:00:00,20.8,12.7,28.2,,,300,7.6,18.5,1012.3,
2024-08-07 00:00:00,20.3,15.5,24.8,,,261,8.8,25.9,1011.9,
2024-08-08 00:00:00,19.3,15.4,23.8,,,288,7.8,20.4,1016.3,
2024-08-09 00:00:00,20.3,13.8,26.3,,,233,11.6,33.3,1016.6,
2024-08-10 00:00:00,21.2,15.1,27.2,,,281,8,24.1,1019.9,
2024-08-11 00:00:00,22.1,14.1,29.2,,,350,8.6,20.4,1020.2,
2024-08-12 00:00:00,24.3,16.8,31.9,,,269,9,25.9,1013.5,
2024-08-13 00:00:00,25.7,18.7,32.1,,,278,7.4,24.1,1010,
2024-08-14 00:00:00,23.2,19.2,27.4,,,273,8.5,22.2,1010.8,
2024-08-15 00:00:00,22.3,16.9,28.5,,,247,7.1,20.4,1016.5,
2024-08-16 00:00:00,22.3,16.3,28.4,,,260,8.9,25.9,1016.1,
2024-08-17 00:00:00,20.7,16.4,24.8,,,261,7.4,20.4,1013.1,
2024-08-18 00:00:00,19.2,17.3,20.3,,,265,7.9,25.9,1010.4,
2024-08-19 00:00:00,18.5,13.9,23.6,,,351,8.1,16.7,1017.1,
2024-08-20 00:00:00,18.8,11.9,24.9,,,227,7.9,20.4,1013.8,
2024-08-21 00:00:00,18.2,14.2,21.3,,,268,10.8,27.8,1016,
2024-08-22 00:00:00,16.7,9.9,23.8,,,223,8.7,25.9,1015,
2024-08-23 00:00:00,19.7,12,26.7,,,210,13.7,40.8,1011.1,
2024-08-24 00:00:00,23.5,16.1,31.7,,,183,12.4,37,1010.9,
2024-08-25 00:00:00,19.4,13.2,22.4,,,258,11.6,24.1,1018.5,
2024-08-26 00:00:00,15.7,8.7,22.8,,,329,7.1,16.7,1022.3,
2024-08-27 00:00:00,18,9.8,26.3,,,22,9.3,22.2,1020.9,
2024-08-28 00:00:00,20.8,13.8,28.5,,,315,9.1,20.4,1017.2,
2024-08-29 00:00:00,21.5,14.8,28.8,,,257,9.7,25.9,1015.8,
2024-08-30 00:00:00,19.1,15.3,23.4,,,284,9.7,22.2,1019.9,
2024-08-31 00:00:00,17.8,12.7,23.5,,,322,10.6,22.2,1021.3,
2024-09-01 00:00:00,17.5,12,23,,,324,10.4,22.2,1022,
2024-09-02 00:00:00,17.7,12.5,23.1,,,332,10.8,22.2,1021.9,
2024-09-03 00:00:00,17.6,12.5,23.1,,,274,10.1,24.1,1020.5,
2024-09-04 00:00:00,20.1,17.2,23.1,,,307,7.9,18.5,1014.4,
2024-09-05 00:00:00,22.8,17.4,29.9,,,11,11.8,27.8,1008.6,
2024-09-06 00:00:00,19.8,16.9,23.7,,,245,7.4,18.5,1010.3,
2024-09-07 00:00:00,20.1,13.3,28.4,,,6,7.9,18.5,1011.9,
2024-09-08 00:00:00,18.1,15,21,,,247,8.3,24.1,1010,
2024-09-09 00:00:00,15.9,14.7,17.9,,,227,11.7,31.5,1005.8,
2024-09-10 00:00:00,15.5,13.3,18.1,,,231,11.9,31.5,1011.5,
2024-09-11 00:00:00,13.5,8.6,14.9,,,225,14.6,33.3,1007.6,
2024-09-12 00:00:00,9.4,6.2,13.6,,,225,7.6,20.4,1013.4,
2024-09-13 00:00:00,9.5,5.1,13.9,,,326,10.7,25.9,1020.8,
2024-09-14 00:00:00,11,7.9,14.7,,,327,12.4,29.6,1028.1,
2024-09-15 00:00:00,10.9,4.8,17.1,,,323,9.3,24.1,1027,
2024-09-16 00:00:00,13.3,9.5,16.2,,,332,9.6,24.1,1022.9,
2024-09-17 00:00:00,16.1,10.9,21.5,,,359,13,29.6,1023.7,
2024-09-18 00:00:00,18.1,12.6,24.3,,,8,13.1,31.5,1023.8,
2024-09-19 00:00:00,17.4,12.3,23,,,5,12.3,29.6,1021.9,
2024-09-20 00:00:00,16.5,10.4,23.4,,,23,10.1,25.9,1020.7,
2024-09-21 00:00:00,16.2,10.6,23.6,,,355,7,16.7,1020.3,
2024-09-22 00:00:00,15.7,9.5,23.9,,,292,6.4,16.7,1016.1,
2024-09-23 00:00:00,15.7,13.1,19.5,,,225,7.6,24.1,1010.6,
2024-09-24 00:00:00,15.2,13.5,17.4,,,197,13,35.2,1006.7,
2024-09-25 00:00:00,15.4,14.3,17.3,,,198,15.3,31.5,1006.8,
2024-09-26 00:00:00,15.9,13.8,18,,,192,18.5,37,997,
2024-09-27 00:00:00,14.6,12.5,16.3,,,212,21.5,44.5,1001.5,
2024-09-28 00:00:00,11.7,7.1,14.7,,,285,10.5,29.6,1017.2,
2024-09-29 00:00:00,8.6,4.1,13.8,,,50,6.5,20.4,1027.6,
2024-09-30 00:00:00,10.1,6.1,13.9,,,95,7.7,20.4,1016.4,
2024-10-01 00:00:00,13.7,8.8,16.9,,,212,14.7,33.3,1010.3,
2024-10-02 00:00:00,10.4,7.3,15,,,314,6.8,16.7,1009.5,
2024-10-03 00:00:00,10.8,8.8,13.6,,,355,11.2,27.8,1015.8,
2024-10-04 00:00:00,10.7,8.1,14.2,,,351,10.9,25.9,1018.9,
2024-10-05 00:00:00,9.8,6.1,14.6,,,356,7.6,18.5,1019,
2024-10-06 00:00:00,9,4.3,14.4,,,78,6.8,20.4,1011.6,
2024-10-07 00:00:00,13.4,10.1,16.8,,,156,6.2,18.5,1005.6,
2024-10-08 00:00:00,15.3,13.8,16.3,,,171,7.9,20.4,1002.4,
2024-10-09 00:00:00,13.5,12.2,14.8,,,164,8.3,18.5,995.7,
2024-10-10 00:00:00,13.6,10,15.7,,,244,14.5,33.3,995.6,
2024-10-11 00:00:00,9.5,4.9,12.4,,,307,6.3,16.7,1015,
2024-10-12 00:00:00,7.4,2.7,12.4,,,89,6.9,16.7,1015.1,
2024-10-13 00:00:00,10.5,5.5,12.3,,,256,12.6,33.3,1015,
2024-10-14 00:00:00,7.4,2.3,12.4,,,351,5.2,13,1018.8,
2024-10-15 00:00:00,9.7,6.7,13.5,,,29,7.8,20.4,1020.9,
2024-10-16 00:00:00,12.8,10.2,16.8,,,63,7.8,18.5,1015.5,
2024-10-17 00:00:00,14.1,11,18.6,,,31,5.3,13,1014.1,
2024-10-18 00:00:00,13.6,11.5,16.4,,,341,5.8,14.8,1014.1,
2024-10-19 00:00:00,14.8,12.4,17.9,,,200,9.5,29.6,1016.8,
2024-10-20 00:00:00,12.1,9.2,16.3,,,210,6.1,18.5,1022.1,
2024-10-21 00:00:00,15,12.2,19.7,,,186,8.2,18.5,1024.4,
2024-10-22 00:00:00,13,7.5,15.6,,,287,7.9,24.1,1027.4,
2024-10-23 00:00:00,8.1,4.1,14.5,,,345,5.7,14.8,1034.6,
2024-10-24 00:00:00,9.3,5.4,14.2,,,35,6.2,14.8,1027.5,
2024-10-25 00:00:00,11.6,7.9,17.6,,,30,5.4,14.8,1020.8,
2024-10-26 00:00:00,11.5,8.4,16.3,,,20,6.1,16.7,1019.3,
2024-10-27 00:00:00,11.5,9.1,15.7,,,242,5.2,14.8,1021.1,
2024-10-28 00:00:00,10.9,8.8,15,,,222,6.3,20.4,1025.9,
2024-10-29 00:00:00,11.2,9,15.6,,,246,5,16.7,1026.5,
2024-10-30 00:00:00,10,7.9,13.4,,,258,4.3,11.1,1028.1,
2024-10-31 00:00:00,10,7.7,13.6,,,303,4.8,11.1,1028.3,
2024-11-01 00:00:00,9.1,6.9,12.7,,,244,5.8,18.5,1025.7,
2024-11-02 00:00:00,9.6,7.3,12.6,,,352,5.6,16.7,1029.8,
2024-11-03 00:00:00,6.8,3.7,11.3,,,358,5.8,14.8,1031,
2024-11-04 00:00:00,5,1.9,10.1,,,352,6.4,14.8,1029.3,
2024-11-05 00:00:00,4.4,0.7,8.1,,,289,5.4,14.8,1026.5,
2024-11-06 00:00:00,5.7,4.5,7,,,343,4.5,13,1030.7,
2024-11-07 00:00:00,5.2,3.7,7.6,,,20,5.9,16.7,1033.1,
2024-11-08 00:00:00,5.2,2.8,7.6,,,32,6.5,16.7,1028.6,
2024-11-09 00:00:00,6.7,4.8,9.8,,,38,4.8,13,1026.8,
2024-11-10 00:00:00,5.4,4.1,6.7,,,16,4.2,11.1,1028.8,
2024-11-11 00:00:00,6,4.7,6.9,,,205,6.1,18.5,1028.7,
2024-11-12 00:00:00,6.3,4.7,9,,,13,7.6,18.5,1029.5,
2024-11-13 00:00:00,5,2.8,7,,,344,6.6,16.7,1031.7,
2024-11-14 00:00:00,7.1,5.9,8.1,,,201,6.8,16.7,1027.8,
2024-11-15 00:00:00,6.4,5.1,8.4,,,199,4.3,11.1,1027.7,
2024-11-16 00:00:00,4.7,2.7,6.7,,,212,6.9,20.4,1021.5,
2024-11-17 00:00:00,5.4,4.8,6,,,208,14.4,31.5,1013.7,
2024-11-18 00:00:00,5.7,4.3,6.6,,,214,11,27.8,1011.4,
2024-11-19 00:00:00,8,4.4,10.4,,,209,19.1,44.5,997.5,
2024-11-20 00:00:00,3.3,1,5.7,,,257,12.5,29.6,1002.1,
2024-11-21 00:00:00,0.9,-1.1,2.2,,,226,10.3,25.9,1001.4,
2024-11-22 00:00:00,0.1,-2.7,3.2,,,229,14.1,33.3,1005.3,
2024-11-23 00:00:00,3,1.6,4.3,,,194,13.5,25.9,1019.9,
2024-11-24 00:00:00,9,4.2,13.9,,,194,16.4,33.3,1015.6,
2024-11-25 00:00:00,11.5,8,15,,,184,12.2,24.1,1011.1,
2024-11-26 00:00:00,8.8,6,11.5,,,212,9,24.1,1019.4,
2024-11-27 00:00:00,7.7,4.9,10.7,,,184,12,37,1019.5,
2024-11-28 00:00:00,7.2,4.7,9.9,,,274,11.5,29.6,1023.6,
2024-11-29 00:00:00,2.9,0.1,5.6,,,34,5.1,13,1033.4,
2024-11-30 00:00:00,0,-2.6,3.7,,,54,5.5,14.8,1032.1,
2024-12-01 00:00:00,-2.3,-3.7,-0.8,,,217,5.4,16.7,1026.8,
2024-12-02 00:00:00,2.4,-0.5,4.6,,,170,6.9,16.7,1018.4,
2024-12-03 00:00:00,3.6,0.5,5.9,,,230,8.6,20.4,1019,
2024-12-04 00:00:00,1,-0.5,3.4,,,219,5.6,14.8,1026.9,
2024-12-05 00:00:00,1.8,-0.4,4.8,,,181,12.6,33.3,1023.2,
2024-12-06 00:00:00,6.9,5.3,8.6,,,238,19.9,40.8,1010.5,
2024-12-07 00:00:00,5.3,3.8,6.2,,,184,13.4,25.9,1005.4,
2024-12-08 00:00:00,4.7,3.5,5.9,,,94,9.7,25.9,1007.7,
2024-12-09 00:00:00,4.3,3.1,5.2,,,11,13,24.1,1023,
2024-12-10 00:00:00,3.4,2.5,4.4,,,22,11.1,22.2,1029.2,
2024-12-11 00:00:00,2.6,1.5,3.9,,,34,8.4,16.7,1032,
2024-12-12 00:00:00,1.3,0.3,2.8,,,67,7.1,14.8,1031.4,
2024-12-13 00:00:00,0.4,-0.7,1.7,,,113,7.1,16.7,1027.3,
2024-12-14 00:00:00,0.7,-1,2.5,,,202,8.9,22.2,1022.6,
2024-12-15 00:00:00,4.2,2,7.2,,,202,14.4,29.6,1028.5,
2024-12-16 00:00:00,8.5,7.4,9.2,,,207,16.5,29.6,1032.8,
2024-12-17 00:00:00,7.9,5.7,8.9,,,190,9.5,22.2,1030,
2024-12-18 00:00:00,7.4,5,9.8,,,188,13.5,29.6,1019.8,
2024-12-19 00:00:00,9.5,5.5,11.1,,,223,18.6,38.9,1005.2,
2024-12-20 00:00:00,4.2,1.9,6.2,,,242,10.3,22.2,1019.6,
2024-12-21 00:00:00,5.3,3.1,7.5,,,193,18.8,40.8,1017.5,
2024-12-22 00:00:00,6,2.3,7.9,,,230,16.6,40.8,1003.3,
2024-12-23 00:00:00,2.7,1,4.7,,,256,9.8,22.2,1012.5,
2024-12-24 00:00:00,2.9,1.5,3.9,,,214,7.2,16.7,1028,
2024-12-25 00:00:00,5.1,3.7,6.3,,,161,6.6,16.7,1036,
2024-12-26 00:00:00,4.6,0.6,6.2,,,22,5.8,14.8,1037.6,
2024-12-27 00:00:00,-0.3,-2.5,1.8,,,336,6.1,14.8,1035.7,
2024-12-28 00:00:00,-2.8,-4.6,-0.5,,,257,5.4,14.8,1032.5,
2024-12-29 00:00:00,-1.6,-2.4,-0.2,,,213,6.2,16.7,1031.5,
2024-12-30 00:00:00,-0.3,-0.6,0.1,,,186,9.3,22.2,1033.1,
2024-12-31 00:00:00,-0.2,-0.7,1,,,191,11.9,29.6,1030.5,
2025-01-01 00:00:00,3.6,1.5,5.8,,,198,21.4,40.8,1020.9,
2025-01-02 00:00:00,3.4,1.2,5.9,,,249,12.2,42.6,1014,
2025-01-03 00:00:00,1.3,0.3,2.3,,,216,10.4,25.9,1020.8,
2025-01-04 00:00:00,0.5,-0.6,1.1,,,167,7.4,20.4,1020.8,
2025-01-05 00:00:00,3,-0.3,8.5,,,151,11,27.8,1003.5,
2025-01-06 00:00:00,9.1,7.4,12.4,,,197,19.1,44.5,994.7,
2025-01-07 00:00:00,5.7,4.2,7.7,,,211,19.8,37,1002.6,
2025-01-08 00:00:00,3,1,4.2,,,177,9.7,29.6,1005,
2025-01-09 00:00:00,5.3,1.9,8.8,,,228,12.7,29.6,1001.2,
2025-01-10 00:00:00,1.1,-1.7,2.9,,,231,10.7,24.1,1019.2,
2025-01-11 00:00:00,-0.1,-1.4,1.8,,,292,6.6,18.5,1026.3,
2025-01-12 00:00:00,-0.1,-2.1,2,,,325,7.6,18.5,1037.4,
2025-01-13 00:00:00,-3.3,-5.3,-0.6,,,340,5.8,14.8,1042.7,
2025-01-14 00:00:00,-3.9,-8.6,0.2,,,277,5.3,13,1037.3,
2025-01-15 00:00:00,1.4,-0.6,3,,,319,4.5,13,1033.7,
2025-01-16 00:00:00,1.7,-0.5,4.7,,,9,5.9,14.8,1037.2,
2025-01-17 00:00:00,0,-1.5,2,,,346,5.6,14.8,1038.1,
2025-01-18 00:00:00,-0.2,-2.6,2.8,,,342,6.8,16.7,1032.4,
2025-01-19 00:00:00,0.1,-2.7,4.1,,,311,6.5,16.7,1023.9,
2025-01-20 00:00:00,-1.5,-2.8,0.6,,,261,5.4,14.8,1021.5,
2025-01-21 00:00:00,-2.6,-4.3,0,,,270,4.8,13,1019.6,
2025-01-22 00:00:00,-0.3,-2.6,2.7,,,148,5.7,14.8,1011,
2025-01-23 00:00:00,3.5,2.1,5.3,,,202,11.4,27.8,1007.2,
2025-01-24 00:00:00,6.2,4.1,8.4,,,190,15.3,29.6,1010.1,
2025-01-25 00:00:00,9.4,7.6,12.1,,,197,9.9,24.1,1007.1,
2025-01-26 00:00:00,6.8,3.5,9.3,,,205,12.3,35.2,1007.7,
2025-01-27 00:00:00,8.1,3.8,11,,,186,15.9,37,998.1,
2025-01-28 00:00:00,8.1,6.3,9.6,,,188,11,27.8,997.9,
2025-01-29 00:00:00,7.4,4.3,9.2,,,213,15.9,37,1005.6,
2025-01-30 00:00:00,6,3.5,9.5,,,295,6.9,22.2,1015.3,
2025-01-31 00:00:00,3,-1.1,5.6,,,284,6.4,20.4,1028.8,
2025-02-01 00:00:00,-0.4,-3.4,4,,,358,8,18.5,1031.9,
2025-02-02 00:00:00,-1.4,-4.3,3,,,359,5.8,16.7,1027.1,
2025-02-03 00:00:00,-2.5,-5,2.2,,,275,5,13,1029.2,
2025-02-04 00:00:00,-1.9,-3.7,0.9,,,213,6.6,18.5,1031.3,
2025-02-05 00:00:00,-1.4,-3.8,1.6,,,220,5.3,13,1038.5,
2025-02-06 00:00:00,1.9,-0.3,4.1,,,12,9.4,24.1,1039.5,
2025-02-07 00:00:00,3.2,1.4,5.3,,,62,12.1,27.8,1028.7,
2025-02-08 00:00:00,1.9,-0.6,5.7,,,46,7.6,16.7,1024.9,
2025-02-09 00:00:00,0.5,-2.6,3.8,,,339,5.9,16.7,1028.3,
2025-02-10 00:00:00,1.6,-1.5,5.1,,,32,8.4,20.4,1025.3,
2025-02-11 00:00:00,4.9,3.2,7.5,,,101,7.5,20.4,1020.9,
2025-02-12 00:00:00,4.9,3.2,6.9,,,8,5.9,18.5,1017.7,
2025-02-13 00:00:00,1.8,0,3.7,,,327,9.4,24.1,1018.7,
2025-02-14 00:00:00,0.8,-1,2.8,,,351,8.4,20.4,1025.6,
2025-02-15 00:00:00,0.1,-2.1,2.6,,,35,5.9,16.7,1024.8,
2025-02-16 00:00:00,0.5,-0.9,3.1,,,39,9.6,24.1,1021.2,
2025-02-17 00:00:00,-1.4,-4,2.4,,,33,7.8,18.5,1024.5,
2025-02-18 00:00:00,-2.7,-5.7,1.9,,,55,9.5,24.1,1027.1,
2025-02-19 00:00:00,-1.4,-5.6,4.1,,,82,9.5,22.2,1026.7,
2025-02-20 00:00:00,2.2,-2.2,7.8,,,123,5.9,16.7,1025.9,
2025-02-21 00:00:00,7.8,4.5,13.6,,,112,6.5,16.7,1023.5,
2025-02-22 00:00:00,8.5,4.2,13.6,,,139,8.2,22.2,1019.9,
2025-02-23 00:00:00,8.6,4.6,13.4,,,217,6.6,22.2,1028.6,
2025-02-24 00:00:00,7.6,3.1,12.1,,,181,9,25.9,1023.1,
2025-02-25 00:00:00,8.7,6.6,10.8,,,169,6.4,16.7,1014.3,
2025-02-26 00:00:00,6.7,4.1,8.9,,,235,8.2,24.1,1015.6,
2025-02-27 00:00:00,5.2,3.4,8,,,199,10,24.1,1017.7,
2025-02-28 00:00:00,4,1.9,6.2,,,302,7.9,20.4,1023.3,
2025-03-01 00:00:00,3.5,0.7,7.3,,,0,8.5,18.5,1030.9,
2025-03-02 00:00:00,3.3,-0.5,9.6,,,3,7.7,16.7,1033.9,
2025-03-03 00:00:00,2.5,-2.7,10.4,,,344,6.6,16.7,1030.3,
2025-03-04 00:00:00,3.2,-2.3,11.7,,,338,6.5,16.7,1027.5,
2025-03-05 00:00:00,3.2,-4,12.9,,,277,6.8,14.8,1026.1,
2025-03-06 00:00:00,4.6,-2.4,14.2,,,258,7.1,20.4,1022.5,
2025-03-07 00:00:00,5.8,-1.4,15.5,,,325,6.4,16.7,1019.6,
2025-03-08 00:00:00,6.9,-0.4,16.6,,,2,7.6,16.7,1014.6,
2025-03-09 00:00:00,7.7,0.3,17.2,,,354,7.6,16.7,1006.5,
2025-03-10 00:00:00,8.2,1,15.9,,,275,8.3,20.4,1001.4,
2025-03-11 00:00:00,8.5,6.2,11.9,,,253,7.3,20.4,1002.1,
2025-03-12 00:00:00,5.4,3.4,7,,,333,9.1,20.4,1000.1,
2025-03-13 00:00:00,3.3,0.8,5.7,,,335,8,18.5,999,
2025-03-14 00:00:00,3.9,1.7,6.6,,,341,8.6,22.2,1006.6,
2025-03-15 00:00:00,4.4,2.3,7.5,,,14,13,29.6,1016.2,
2025-03-16 00:00:00,3.2,-0.1,7.4,,,12,12.1,27.8,1020.6,
2025-03-17 00:00:00,3.2,-1.1,8.2,,,13,11.2,25.9,1024.4,
2025-03-18 00:00:00,3.3,-1.5,8.7,,,40,11.1,25.9,1025.9,
2025-03-19 00:00:00,3,-2.5,9.2,,,24,11,25.9,1025.2,
2025-03-20 00:00:00,4.7,-1,10.7,,,21,10.6,25.9,1023.4,
2025-03-21 00:00:00,8.6,2.2,20.6,,,66,11.3,29.6,1018.7,
2025-03-22 00:00:00,10.9,6.9,16,,,47,8.6,20.4,1007.1,
2025-03-23 00:00:00,9.7,6.5,13.6,,,247,7.1,18.5,1004.9,
2025-03-24 00:00:00,9.7,5.9,14.6,,,301,6.6,18.5,1012.4,
2025-03-25 00:00:00,9.5,5.1,14.8,,,327,8.4,20.4,1018.3,
2025-03-26 00:00:00,7.4,4.8,10.3,,,331,10.6,25.9,1020.2,
2025-03-27 00:00:00,6.6,2.4,11,,,273,9.7,24.1,1020.2,
2025-03-28 00:00:00,8.1,3.8,12.8,,,246,11.6,27.8,1017.8,
2025-03-29 00:00:00,7.7,4.8,11.4,,,258,12,29.6,1016,
2025-03-30 00:00:00,6.9,3.7,10.6,,,255,12.5,31.5,1015.8,
